index,value_mv
2575,204798.960686
2576,204798.962307
2577,204798.965645
2578,204798.970032
2579,204798.966789
2580,204798.961830
2581,204798.958969
2582,204798.959112
2583,204798.957634
2584,204798.957062
2585,204798.959923
2586,204798.961496
2587,204798.964882
2588,204798.970413
2589,204798.969078
2590,204798.964405
2591,204798.961067
2592,204798.959541
2593,204798.957062
2594,204798.958588
2595,204798.959923
2596,204798.961449
2597,204798.964262
2598,204798.969793
2599,204798.967409
2600,204798.962688
2601,204798.959207
2602,204798.957395
2603,204798.955154
2604,204798.956966
2605,204798.960781
2606,204798.962545
2607,204798.965406
2608,204798.971033
2609,204798.968077
2610,204798.962641
2611,204798.960352
2612,204798.958301
2613,204798.956251
2614,204798.957729
2615,204798.960256
2616,204798.962068
2617,204798.964786
2618,204798.969793
2619,204798.967886
2620,204798.962545
2621,204798.959350
2622,204798.959684
2623,204798.957586
2624,204798.957348
2625,204798.961687
2626,204798.963261
2627,204798.965073
2628,204798.970079
2629,204798.967647
2630,204798.962974
2631,204798.959589
2632,204798.958254
2633,204798.956823
2634,204798.957300
2635,204798.960781
2636,204798.962402
2637,204798.965549
2638,204798.971081
2639,204798.968696
2640,204798.964405
2641,204798.959875
2642,204798.957968
2643,204798.956394
2644,204798.957682
2645,204798.959780
2646,204798.961925
2647,204798.964691
2648,204798.970413
2649,204798.969746
2650,204798.963117
2651,204798.960829
2652,204798.958111
2653,204798.955488
2654,204798.957443
2655,204798.960495
2656,204798.964023
2657,204798.966265
2658,204798.969316
2659,204798.967314
2660,204798.964596
2661,204798.960066
2662,204798.958254
2663,204798.956489
2664,204798.957252
2665,204798.959589
2666,204798.961544
2667,204798.964357
2668,204798.970652
2669,204798.974800
2670,204798.970747
2671,204798.967075
2672,204798.966980
2673,204798.965978
2674,204798.971462
2675,204798.974800
2676,204798.977566
2677,204798.981047
2678,204798.985910
2679,204798.982715
2680,204798.978329
2681,204798.975229
2682,204798.974085
2683,204798.974085
2684,204798.980093
2685,204798.984623
2686,204798.986292
2687,204798.989200
2688,204798.994493
2689,204798.991537
2690,204798.987484
2691,204798.985052
2692,204798.983765
2693,204798.980045
2694,204798.981857
2695,204798.989391
2696,204798.993111
2697,204798.995685
2698,204799.000311
2699,204798.999643
2700,204798.995781
2701,204798.993349
2702,204798.991489
2703,204798.988628
2704,204798.989057
2705,204798.991299
2706,204798.991394
2707,204798.990202
2708,204798.995399
2709,204798.992872
2710,204798.987436
2711,204798.982859
2712,204798.975706
2713,204798.972893
2714,204798.973560
2715,204798.976135
2716,204798.977756
2717,204798.974466
2718,204798.977518
2719,204798.976230
2720,204798.971605
2721,204798.967028
2722,204798.960495
2723,204798.956966
2724,204798.958254
2725,204798.959875
2726,204798.962641
2727,204798.965073
2728,204798.970222
2729,204798.968077
2730,204798.963594
2731,204798.960018
2732,204798.958778
2733,204798.957395
2734,204798.959207
2735,204798.960543
2736,204798.961830
2737,204798.963833
2738,204798.970318
2739,204798.968792
2740,204798.963690
2741,204798.960876
2742,204798.958778
2743,204798.956251
2744,204798.956013
2745,204798.952913
2746,204798.953819
2747,204798.956680
2748,204798.962164
2749,204798.966741
2750,204798.963499
2751,204798.962164
2752,204798.972654
2753,204798.980522
2754,204798.989820
2755,204799.002027
2756,204799.022388
2757,204799.042940
2758,204799.068499
2759,204799.086332
2760,204799.104643
2761,204799.129772
2762,204799.154806
2763,204799.182033
2764,204799.207735
2765,204799.226904
2766,204799.238205
2767,204799.242210
2768,204799.245214
2769,204799.230051
2770,204799.198437
2771,204799.166965
2772,204799.129105
2773,204799.089289
2774,204799.050522
2775,204799.013901
2776,204798.977995
2777,204798.947477
2778,204798.919916
2779,204798.888016
2780,204798.863792
2781,204798.846292
2782,204798.835611
2783,204798.829651
2784,204798.832273
2785,204798.840570
2786,204798.851585
2787,204798.868513
2788,204798.887873
2789,204798.896503
2790,204798.905229
2791,204798.911762
2792,204798.920345
2793,204798.929882
2794,204798.935127
2795,204798.942089
2796,204798.947143
2797,204798.955011
2798,204798.961830
2799,204798.960447
2800,204798.955774
2801,204798.952532
2802,204798.952293
2803,204798.954296
2804,204798.956871
2805,204798.959780
2806,204798.962259
2807,204798.964596
2808,204798.969936
2809,204798.968696
2810,204798.964834
2811,204798.967171
2812,204798.966932
2813,204798.964691
2814,204798.965645
2815,204798.967647
2816,204798.970556
2817,204798.978042
2818,204798.985720
2819,204798.984432
2820,204798.979998
2821,204798.976612
2822,204798.975801
2823,204798.972940
2824,204798.973751
2825,204798.976040
2826,204798.977947
2827,204798.980188
2828,204798.986578
2829,204798.988676
2830,204798.988056
2831,204798.985863
2832,204798.983908
2833,204798.980808
2834,204798.981523
2835,204798.983431
2836,204798.985338
2837,204798.989296
2838,204798.994923
2839,204798.993540
2840,204798.986864
2841,204798.983908
2842,204798.983335
2843,204798.986530
2844,204798.989630
2845,204798.986626
2846,204798.987007
2847,204798.990297
2848,204799.000120
2849,204799.001217
2850,204798.995495
2851,204798.991871
2852,204798.990488
2853,204798.988771
2854,204798.994970
2855,204799.000549
2856,204799.002027
2857,204799.003792
2858,204799.008703
2859,204799.008655
2860,204799.008417
2861,204799.008083
2862,204799.007034
2863,204799.004125
2864,204799.004745
2865,204799.007368
2866,204799.010944
2867,204799.018669
2868,204799.027157
2869,204799.025631
2870,204799.019432
2871,204799.015427
2872,204799.013758
2873,204799.012899
2874,204799.012995
2875,204799.014187
2876,204799.017906
2877,204799.020052
2878,204799.024677
2879,204799.022388
2880,204799.017620
2881,204799.015140
2882,204799.014521
2883,204799.012232
2884,204799.012613
2885,204799.014854
2886,204799.016714
2887,204799.019623
2888,204799.025392
2889,204799.023437
2890,204799.018717
2891,204799.014664
2892,204799.014044
2893,204799.011707
2894,204799.007654
2895,204799.002790
2896,204799.001646
2897,204799.004602
2898,204799.009991
2899,204799.008703
2900,204798.999262
2901,204798.993540
2902,204798.991728
2903,204798.989391
2904,204798.989248
2905,204798.986769
2906,204798.985767
2907,204798.989487
2908,204798.994589
2909,204798.988390
2910,204798.979902
2911,204798.975992
2912,204798.974323
2913,204798.966932
2914,204798.963785
2915,204798.962068
2916,204798.962450
2917,204798.964214
2918,204798.970032
2919,204798.969364
2920,204798.963976
2921,204798.959112
2922,204798.957968
2923,204798.956346
2924,204798.957300
2925,204798.958635
2926,204798.961067
2927,204798.964739
2928,204798.970270
2929,204798.968696
2930,204798.963928
2931,204798.960400
2932,204798.958969
2933,204798.956823
2934,204798.956871
2935,204798.959732
2936,204798.962116
2937,204798.964357
2938,204798.969459
2939,204798.967838
2940,204798.963165
2941,204798.960018
2942,204798.958874
2943,204798.957395
2944,204798.957920
2945,204798.959398
2946,204798.961687
2947,204798.964596
2948,204798.970270
2949,204798.968649
2950,204798.962211
2951,204798.959923
2952,204798.959303
2953,204798.956442
2954,204798.957682
2955,204798.960113
2956,204798.962355
2957,204798.964977
2958,204798.969173
2959,204798.968410
2960,204798.963833
2961,204798.960018
2962,204798.959637
2963,204798.957872
2964,204798.958588
2965,204798.959923
2966,204798.961878
2967,204798.964453
2968,204798.969793
2969,204798.969316
2970,204798.963451
2971,204798.959160
2972,204798.958826
2973,204798.956108
2974,204798.957205
2975,204798.959780
2976,204798.960876
2977,204798.964071
2978,204798.970747
2979,204798.969221
2980,204798.964453
2981,204798.961449
2982,204798.959112
2983,204798.956442
2984,204798.956919
2985,204798.960018
2986,204798.961830
2987,204798.965168
2988,204798.970652
2989,204798.969078
2990,204798.963594
2991,204798.961258
2992,204798.959255
2993,204798.956489
2994,204798.957634
2995,204798.959732
2996,204798.961878
2997,204798.964691
2998,204798.970079
2999,204798.968696
3000,204798.964119
3001,204798.960686
3002,204798.960113
3003,204798.956680
3004,204798.956823
3005,204798.960066
3006,204798.961496
3007,204798.963499
3008,204798.969364
3009,204798.967790
3010,204798.964548
3011,204798.960638
3012,204798.959017
3013,204798.956346
3014,204798.956632
3015,204798.958969
3016,204798.961925
3017,204798.964214
3018,204798.968840
3019,204798.968410
3020,204798.963547
3021,204798.958731
3022,204798.957920
3023,204798.955917
3024,204798.956203
3025,204798.959160
3026,204798.961019
3027,204798.963928
3028,204798.969936
3029,204798.968124
3030,204798.964310
3031,204798.961019
3032,204798.959732
3033,204798.956823
3034,204798.957300
3035,204798.960686
3036,204798.962545
3037,204798.964405
3038,204798.969316
3039,204798.969078
3040,204798.963880
3041,204798.960733
3042,204798.959923
3043,204798.957491
3044,204798.958349
3045,204798.960256
3046,204798.962164
3047,204798.964500
3048,204798.969126
3049,204798.968840
3050,204798.963928
3051,204798.959827
3052,204798.958969
3053,204798.956346
3054,204798.957205
3055,204798.959350
3056,204798.961449
3057,204798.963928
3058,204798.968983
3059,204798.968601
3060,204798.964357
3061,204798.960209
3062,204798.959875
3063,204798.957682
3064,204798.958301
3065,204798.960256
3066,204798.962402
3067,204798.964453
3068,204798.969459
3069,204798.970127
3070,204798.964596
3071,204798.961258
3072,204798.959494
3073,204798.957920
3074,204798.958397
3075,204798.960495
3076,204798.961925
3077,204798.964214
3078,204798.969507
3079,204798.969269
3080,204798.964929
3081,204798.960400
3082,204798.959064
3083,204798.957062
3084,204798.957872
3085,204798.960256
3086,204798.962307
3087,204798.964929
3088,204798.969650
3089,204798.968315
3090,204798.963976
3091,204798.960400
3092,204798.959303
3093,204798.957157
3094,204798.958254
3095,204798.961067
3096,204798.962211
3097,204798.964357
3098,204798.969698
3099,204798.968410
3100,204798.965406
3101,204798.962211
3102,204798.960018
3103,204798.957395
3104,204798.957491
3105,204798.960066
3106,204798.962736
3107,204798.964596
3108,204798.969984
3109,204798.968840
3110,204798.963165
3111,204798.960876
3112,204798.959446
3113,204798.957205
3114,204798.957205
3115,204798.960209
3116,204798.962498
3117,204798.964739
3118,204798.970795
3119,204798.969602
3120,204798.964786
3121,204798.961353
3122,204798.959589
3123,204798.956346
3124,204798.957205
3125,204798.960066
3126,204798.962784
3127,204798.965263
3128,204798.969698
3129,204798.968601
3130,204798.964310
3131,204798.960543
3132,204798.960304
3133,204798.957538
3134,204798.957300
3135,204798.960209
3136,204798.962211
3137,204798.963976
3138,204798.969364
3139,204798.968935
3140,204798.964119
3141,204798.960638
3142,204798.959064
3143,204798.958206
3144,204798.958349
3145,204798.961639
3146,204798.962927
3147,204798.964977
3148,204798.969841
3149,204798.968410
3150,204798.963261
3151,204798.960972
3152,204798.958778
3153,204798.957300
3154,204798.956776
3155,204798.959827
3156,204798.962498
3157,204798.964310
3158,204798.970795
3159,204798.969364
3160,204798.963022
3161,204798.959923
3162,204798.959350
3163,204798.957538
3164,204798.956585
3165,204798.959684
3166,204798.962164
3167,204798.964786
3168,204798.969173
3169,204798.970985
3170,204798.971033
3171,204798.967600
3172,204798.966646
3173,204798.965502
3174,204798.968363
3175,204798.975038
3176,204798.977613
3177,204798.981953
3178,204798.985672
3179,204798.985052
3180,204798.980522
3181,204798.976898
3182,204798.975181
3183,204798.973322
3184,204798.974848
3185,204798.983335
3186,204798.986006
3187,204798.987532
3188,204798.992538
3189,204798.991012
3190,204798.985910
3191,204798.983145
3192,204798.982429
3193,204798.980570
3194,204798.980379
3195,204798.984480
3196,204798.992681
3197,204798.995972
3198,204799.000692
3199,204798.998737
3200,204798.994255
3201,204798.992729
3202,204798.989868
3203,204798.987675
3204,204798.988151
3205,204798.991966
3206,204798.993206
3207,204798.993301
3208,204798.993635
3209,204798.992300
3210,204798.987007
3211,204798.983526
3212,204798.979616
3213,204798.973274
3214,204798.972463
3215,204798.975086
3216,204798.978138
3217,204798.977470
3218,204798.977613
3219,204798.976993
3220,204798.972320
3221,204798.968553
3222,204798.964357
3223,204798.957872
3224,204798.957252
3225,204798.959017
3226,204798.960876
3227,204798.964596
3228,204798.969746
3229,204798.969269
3230,204798.964214
3231,204798.960543
3232,204798.958588
3233,204798.955631
3234,204798.955774
3235,204798.958921
3236,204798.962593
3237,204798.964786
3238,204798.969030
3239,204798.967123
3240,204798.963308
3241,204798.960495
3242,204798.959303
3243,204798.957872
3244,204798.957825
3245,204798.958397
3246,204798.954868
3247,204798.956299
3248,204798.960686
3249,204798.961258
3250,204798.961496
3251,204798.960256
3252,204798.961925
3253,204798.971605
3254,204798.980141
3255,204798.992348
3256,204799.005413
3257,204799.028015
3258,204799.052811
3259,204799.072504
3260,204799.084139
3261,204799.105978
3262,204799.134540
3263,204799.159908
3264,204799.187612
3265,204799.212551
3266,204799.230480
3267,204799.240780
3268,204799.246502
3269,204799.242353
3270,204799.219894
3271,204799.188805
3272,204799.159288
3273,204799.120521
3274,204799.080992
3275,204799.044323
3276,204799.006414
3277,204798.971081
3278,204798.942661
3279,204798.909950
3280,204798.878527
3281,204798.857355
3282,204798.840809
3283,204798.830700
3284,204798.830461
3285,204798.835230
3286,204798.843670
3287,204798.855591
3288,204798.874426
3289,204798.887825
3290,204798.893070
3291,204798.904991
3292,204798.912001
3293,204798.919105
3294,204798.930502
3295,204798.936558
3296,204798.944521
3297,204798.951626
3298,204798.961210
3299,204798.961115
3300,204798.955726
3301,204798.951435
3302,204798.950386
3303,204798.949575
3304,204798.955870
3305,204798.961305
3306,204798.961925
3307,204798.964596
3308,204798.969364
3309,204798.968458
3310,204798.962927
3311,204798.961115
3312,204798.966122
3313,204798.966312
3314,204798.964596
3315,204798.967361
3316,204798.969555
3317,204798.974323
3318,204798.983383
3319,204798.984909
3320,204798.980331
3321,204798.976374
3322,204798.973513
3323,204798.972988
3324,204798.972893
3325,204798.975658
3326,204798.976755
3327,204798.979854
3328,204798.986006
3329,204798.984814
3330,204798.986101
3331,204798.984146
3332,204798.981237
3333,204798.979854
3334,204798.979759
3335,204798.982525
3336,204798.984003
3337,204798.987484
3338,204798.991918
3339,204798.992300
3340,204798.986959
3341,204798.983621
3342,204798.983002
3343,204798.981857
3344,204798.986530
3345,204798.990059
3346,204798.986149
3347,204798.987341
3348,204798.993444
3349,204798.999405
3350,204798.996734
3351,204798.992157
3352,204798.990869
3353,204798.989200
3354,204798.989677
3355,204798.999309
3356,204799.002504
3357,204799.005365
3358,204799.008798
3359,204799.008560
3360,204799.004507
3361,204799.007082
3362,204799.007177
3363,204799.004364
3364,204799.005127
3365,204799.007463
3366,204799.009800
3367,204799.013233
3368,204799.022484
3369,204799.024916
3370,204799.020386
3371,204799.017095
3372,204799.014187
3373,204799.011803
3374,204799.013471
3375,204799.015427
3376,204799.017620
3377,204799.020719
3378,204799.024534
3379,204799.023104
3380,204799.019003
3381,204799.015760
3382,204799.015474
3383,204799.013328
3384,204799.012518
3385,204799.014997
3386,204799.017238
3387,204799.020100
3388,204799.024916
3389,204799.024534
3390,204799.019670
3391,204799.016952
3392,204799.014282
3393,204799.012422
3394,204799.011278
3395,204799.009132
3396,204799.004125
3397,204799.004650
3398,204799.008560
3399,204799.007273
3400,204799.002027
3401,204798.994589
3402,204798.991012
3403,204798.989200
3404,204798.988533
3405,204798.992205
3406,204798.988676
3407,204798.990202
3408,204798.993873
3409,204798.991632
3410,204798.981905
3411,204798.975658
3412,204798.974275
3413,204798.971987
3414,204798.966598
3415,204798.966741
3416,204798.963213
3417,204798.964548
3418,204798.969555
3419,204798.968744
3420,204798.963356
3421,204798.960018
3422,204798.959350
3423,204798.958349
3424,204798.956966
3425,204798.960161
3426,204798.962545
3427,204798.965263
3428,204798.970222
3429,204798.970413
3430,204798.964405
3431,204798.960972
3432,204798.959446
3433,204798.958015
3434,204798.955870
3435,204798.959875
3436,204798.961830
3437,204798.964119
3438,204798.969650
3439,204798.968553
3440,204798.963833
3441,204798.961496
3442,204798.959637
3443,204798.957920
3444,204798.958588
3445,204798.960972
3446,204798.962211
3447,204798.965502
3448,204798.971271
3449,204798.970413
3450,204798.964691
3451,204798.961782
3452,204798.958969
3453,204798.957538
3454,204798.957491
3455,204798.959589
3456,204798.961019
3457,204798.964119
3458,204798.969412
3459,204798.970175
3460,204798.964310
3461,204798.960733
3462,204798.959589
3463,204798.956442
3464,204798.957300
3465,204798.959446
3466,204798.961258
3467,204798.964357
3468,204798.968792
3469,204798.969793
3470,204798.964071
3471,204798.961878
3472,204798.959446
3473,204798.957729
3474,204798.956394
3475,204798.959827
3476,204798.961925
3477,204798.965168
3478,204798.969555
3479,204798.969602
3480,204798.963451
3481,204798.960304
3482,204798.959780
3483,204798.957062
3484,204798.956489
3485,204798.959494
3486,204798.962641
3487,204798.965311
3488,204798.969698
3489,204798.969316
3490,204798.964119
3491,204798.961115
3492,204798.958969
3493,204798.957157
3494,204798.957157
3495,204798.960018
3496,204798.961258
3497,204798.964119
3498,204798.968601
3499,204798.968744
3500,204798.964262
3501,204798.960972
3502,204798.959589
3503,204798.957300
3504,204798.957157
3505,204798.960543
3506,204798.962307
3507,204798.965073
3508,204798.969126
3509,204798.969030
3510,204798.963594
3511,204798.960066
3512,204798.958826
3513,204798.957062
3514,204798.957920
3515,204798.960543
3516,204798.963117
3517,204798.965549
3518,204798.969459
3519,204798.968983
3520,204798.965025
3521,204798.960543
3522,204798.958111
3523,204798.957109
3524,204798.957586
3525,204798.960447
3526,204798.961019
3527,204798.963642
3528,204798.968601
3529,204798.969650
3530,204798.963594
3531,204798.960686
3532,204798.959207
3533,204798.957443
3534,204798.958301
3535,204798.961258
3536,204798.962402
3537,204798.965263
3538,204798.970413
3539,204798.969698
3540,204798.964834
3541,204798.961019
3542,204798.959064
3543,204798.958063
3544,204798.956966
3545,204798.959446
3546,204798.962164
3547,204798.965168
3548,204798.969698
3549,204798.968887
3550,204798.963690
3551,204798.961449
3552,204798.959827
3553,204798.957300
3554,204798.956823
3555,204798.959827
3556,204798.962021
3557,204798.965311
3558,204798.970222
3559,204798.969459
3560,204798.965502
3561,204798.962641
3562,204798.959494
3563,204798.958111
3564,204798.956489
3565,204798.959064
3566,204798.961639
3567,204798.964882
3568,204798.969889
3569,204798.969507
3570,204798.964214
3571,204798.960352
3572,204798.958921
3573,204798.958206
3574,204798.959064
3575,204798.961210
3576,204798.962116
3577,204798.964262
3578,204798.968363
3579,204798.968363
3580,204798.964119
3581,204798.961496
3582,204798.959589
3583,204798.956919
3584,204798.957538
3585,204798.959541
3586,204798.959970
3587,204798.964214
3588,204798.970413
3589,204798.970413
3590,204798.964357
3591,204798.960829
3592,204798.959684
3593,204798.957443
3594,204798.956251
3595,204798.959541
3596,204798.961353
3597,204798.964739
3598,204798.970365
3599,204798.969459
3600,204798.963833
3601,204798.960876
3602,204798.959446
3603,204798.957205
3604,204798.956728
3605,204798.960972
3606,204798.962164
3607,204798.964977
3608,204798.969698
3609,204798.969602
3610,204798.963499
3611,204798.959446
3612,204798.958349
3613,204798.958397
3614,204798.958015
3615,204798.959541
3616,204798.962116
3617,204798.964834
3618,204798.969173
3619,204798.969698
3620,204798.964786
3621,204798.961878
3622,204798.959207
3623,204798.957109
3624,204798.956823
3625,204798.960543
3626,204798.962784
3627,204798.964691
3628,204798.969841
3629,204798.970508
3630,204798.964548
3631,204798.960400
3632,204798.958397
3633,204798.957157
3634,204798.956442
3635,204798.958588
3636,204798.961401
3637,204798.964882
3638,204798.969126
3639,204798.969126
3640,204798.963642
3641,204798.960161
3642,204798.959541
3643,204798.957157
3644,204798.956108
3645,204798.958683
3646,204798.962641
3647,204798.964262
3648,204798.968363
3649,204798.969316
3650,204798.964310
3651,204798.961162
3652,204798.960018
3653,204798.957538
3654,204798.956394
3655,204798.960447
3656,204798.962641
3657,204798.964596
3658,204798.969936
3659,204798.969126
3660,204798.963022
3661,204798.960876
3662,204798.958874
3663,204798.956442
3664,204798.956585
3665,204798.960638
3666,204798.961258
3667,204798.964453
3668,204798.969841
3669,204798.969793
3670,204798.968267
3671,204798.969078
3672,204798.967123
3673,204798.965740
3674,204798.966026
3675,204798.972416
3676,204798.978519
3677,204798.980570
3678,204798.983955
3679,204798.983908
3680,204798.979139
3681,204798.976993
3682,204798.975038
3683,204798.973417
3684,204798.973369
3685,204798.978376
3686,204798.983955
3687,204798.988390
3688,204798.993492
3689,204798.992967
3690,204798.987627
3691,204798.984909
3692,204798.983097
3693,204798.980474
3694,204798.979854
3695,204798.982334
3696,204798.988056
3697,204798.994970
3698,204799.000454
3699,204799.000788
3700,204798.995638
3701,204798.990726
3702,204798.990536
3703,204798.989630
3704,204798.989773
3705,204798.992634
3706,204798.993683
3707,204798.996067
3708,204798.998451
3709,204798.993683
3710,204798.988342
3711,204798.984957
3712,204798.981666
3713,204798.976660
3714,204798.972893
3715,204798.975563
3716,204798.978758
3717,204798.980570
3718,204798.981953
3719,204798.976755
3720,204798.971176
3721,204798.968696
3722,204798.967314
3723,204798.961782
3724,204798.957300
3725,204798.960209
3726,204798.961687
3727,204798.964262
3728,204798.969316
3729,204798.968744
3730,204798.963928
3731,204798.960590
3732,204798.959398
3733,204798.957491
3734,204798.958111
3735,204798.959589
3736,204798.961449
3737,204798.963690
3738,204798.969364
3739,204798.968792
3740,204798.964405
3741,204798.960352
3742,204798.958111
3743,204798.956013
3744,204798.957205
3745,204798.959160
3746,204798.958349
3747,204798.955822
3748,204798.960304
3749,204798.961115
3750,204798.959017
3751,204798.960256
3752,204798.958731
3753,204798.962355
3754,204798.975515
3755,204798.985529
3756,204798.995352
3757,204799.011898
3758,204799.036407
3759,204799.055815
3760,204799.070835
3761,204799.086618
3762,204799.111271
3763,204799.138021
3764,204799.164247
3765,204799.194908
3766,204799.219131
3767,204799.234581
3768,204799.245930
3769,204799.246406
3770,204799.236298
3771,204799.212646
3772,204799.183178
3773,204799.151993
3774,204799.113130
3775,204799.076271
3776,204799.040556
3777,204799.002361
3778,204798.969793
3779,204798.937416
3780,204798.900747
3781,204798.871183
3782,204798.852873
3783,204798.837232
3784,204798.831272
3785,204798.833227
3786,204798.837376
3787,204798.847151
3788,204798.863125
3789,204798.877573
3790,204798.886633
3791,204798.894119
3792,204798.905563
3793,204798.912334
3794,204798.922396
3795,204798.935413
3796,204798.940849
3797,204798.947430
3798,204798.956108
3799,204798.960113
3800,204798.956776
3801,204798.953247
3802,204798.950863
3803,204798.949194
3804,204798.952055
3805,204798.959446
3806,204798.961449
3807,204798.964119
3808,204798.970365
3809,204798.969936
3810,204798.963594
3811,204798.960018
3812,204798.961067
3813,204798.964929
3814,204798.965502
3815,204798.968601
3816,204798.970985
3817,204798.971128
3818,204798.978567
3819,204798.985052
3820,204798.981285
3821,204798.977470
3822,204798.975181
3823,204798.973513
3824,204798.972654
3825,204798.974752
3826,204798.977184
3827,204798.980665
3828,204798.986006
3829,204798.985815
3830,204798.982334
3831,204798.983621
3832,204798.983192
3833,204798.980284
3834,204798.981142
3835,204798.982715
3836,204798.985529
3837,204798.987818
3838,204798.992395
3839,204798.991728
3840,204798.987198
3841,204798.984241
3842,204798.982906
3843,204798.981619
3844,204798.983192
3845,204798.990154
3846,204798.992681
3847,204798.989773
3848,204798.993540
3849,204798.995876
3850,204798.996401
3851,204798.992586
3852,204798.990631
3853,204798.989487
3854,204798.988151
3855,204798.992920
3856,204799.000311
3857,204799.002981
3858,204799.008369
3859,204799.009085
3860,204799.004364
3861,204799.002123
3862,204799.005270
3863,204799.005508
3864,204799.005127
3865,204799.007606
3866,204799.009275
3867,204799.011516
3868,204799.019098
3869,204799.022865
3870,204799.018574
3871,204799.016523
3872,204799.014616
3873,204799.012470
3874,204799.011660
3875,204799.014425
3876,204799.016428
3877,204799.018955
3878,204799.024200
3879,204799.023867
3880,204799.019003
3881,204799.016046
3882,204799.015570
3883,204799.012995
3884,204799.012709
3885,204799.014521
3886,204799.017048
3887,204799.019337
3888,204799.023533
3889,204799.024296
3890,204799.019813
3891,204799.015713
3892,204799.014044
3893,204799.011850
3894,204799.012136
3895,204799.013424
3896,204799.008465
3897,204799.004841
3898,204799.007892
3899,204799.007988
3900,204799.004364
3901,204798.999357
3902,204798.992920
3903,204798.989391
3904,204798.989010
3905,204798.990965
3906,204798.991489
3907,204798.988390
3908,204798.992967
3909,204798.993635
3910,204798.987293
3911,204798.978233
3912,204798.974800
3913,204798.971748
3914,204798.971462
3915,204798.969507
3916,204798.967552
3917,204798.964214
3918,204798.968172
3919,204798.968983
3920,204798.964548
3921,204798.960209
3922,204798.959827
3923,204798.957634
3924,204798.957395
3925,204798.958826
3926,204798.961687
3927,204798.965406
3928,204798.970175
3929,204798.969364
3930,204798.963880
3931,204798.960400
3932,204798.959112
3933,204798.957205
3934,204798.956203
3935,204798.958826
3936,204798.960829
3937,204798.962402
3938,204798.969173
3939,204798.969364
3940,204798.964119
3941,204798.960876
3942,204798.958874
3943,204798.957062
3944,204798.956871
3945,204798.960113
3946,204798.963022
3947,204798.963880
3948,204798.970270
3949,204798.969126
3950,204798.964357
3951,204798.961067
3952,204798.960018
3953,204798.957109
3954,204798.956442
3955,204798.958635
3956,204798.961496
3957,204798.963404
3958,204798.969221
3959,204798.969364
3960,204798.964691
3961,204798.960066
3962,204798.959827
3963,204798.956966
3964,204798.956966
3965,204798.959446
3966,204798.961258
3967,204798.963261
3968,204798.968077
3969,204798.967695
3970,204798.963976
3971,204798.961496
3972,204798.959017
3973,204798.956489
3974,204798.956776
3975,204798.959303
3976,204798.961830
3977,204798.963880
3978,204798.969459
3979,204798.968172
3980,204798.963499
3981,204798.959494
3982,204798.958778
3983,204798.957062
3984,204798.957300
3985,204798.959970
3986,204798.962164
3987,204798.964596
3988,204798.968935
3989,204798.968792
3990,204798.964977
3991,204798.960686
3992,204798.958635
3993,204798.957109
3994,204798.957443
3995,204798.959589
3996,204798.961496
3997,204798.963404
3998,204798.969650
3999,204798.969650
4000,204798.963880
4001,204798.962307
4002,204798.960304
4003,204798.957300
4004,204798.956156
4005,204798.959064
4006,204798.962259
4007,204798.963880
4008,204798.968649
4009,204798.969459
4010,204798.964262
4011,204798.960400
4012,204798.959112
4013,204798.957538
4014,204798.956919
4015,204798.960161
4016,204798.962688
4017,204798.965645
4018,204798.969507
4019,204798.969698
4020,204798.965073
4021,204798.961925
4022,204798.959589
4023,204798.957395
4024,204798.956680
4025,204798.959923
4026,204798.963356
4027,204798.964453
4028,204798.968983
4029,204798.968744
4030,204798.964119
4031,204798.960543
4032,204798.959017
4033,204798.957443
4034,204798.956203
4035,204798.958683
4036,204798.960495
4037,204798.963594
4038,204798.970318
4039,204798.970079
4040,204798.966122
4041,204798.961353
4042,204798.960733
4043,204798.958778
4044,204798.958158
4045,204798.959398
4046,204798.961449
4047,204798.962593
4048,204798.968315
4049,204798.970365
4050,204798.965788
4051,204798.961639
4052,204798.959637
4053,204798.957777
4054,204798.957872
4055,204798.960400
4056,204798.962068
4057,204798.963642
4058,204798.968410
4059,204798.969507
4060,204798.965835
4061,204798.961115
4062,204798.959541
4063,204798.956632
4064,204798.957014
4065,204798.960590
4066,204798.962259
4067,204798.964357
4068,204798.969841
4069,204798.970032
4070,204798.965025
4071,204798.960876
4072,204798.959350
4073,204798.957825
4074,204798.957348
4075,204798.960543
4076,204798.962211
4077,204798.963594
4078,204798.969936
4079,204798.969269
4080,204798.965168
4081,204798.961019
4082,204798.959112
4083,204798.957586
4084,204798.957729
4085,204798.959350
4086,204798.961544
4087,204798.964023
4088,204798.969698
4089,204798.970318
4090,204798.965168
4091,204798.960924
4092,204798.959827
4093,204798.956966
4094,204798.957777
4095,204798.960304
4096,204798.961830
4097,204798.963928
4098,204798.969316
4099,204798.970413
4100,204798.967218
4101,204798.961639
4102,204798.959064
4103,204798.959207
4104,204798.958635
4105,204798.960066
4106,204798.963022
4107,204798.964977
4108,204798.971128
4109,204798.970556
4110,204798.964929
4111,204798.960733
4112,204798.960543
4113,204798.959350
4114,204798.958492
4115,204798.960781
4116,204798.962593
4117,204798.965740
4118,204798.970508
4119,204798.969364
4120,204798.965883
4121,204798.962355
4122,204798.959732
4123,204798.958254
4124,204798.957395
4125,204798.960018
4126,204798.962688
4127,204798.964643
4128,204798.969936
